id,대분류,목적,방법,맥락,기술,결론,제목,출처,발행일,url,표,근거
"294","협업·프로세스","효율화","교육, 회고","사내 업무","","POPM 교육 이후 팀들이 릴리스-검증-학습으로 이어지는 실행 루틴을 만들기 시작했다","우리가 진짜 문제를 풀고 있었을까? — POPM 과정이 남긴 질문","카카오","2025-11-20","https://tech.kakao.com/posts/796","협업·프로세스 3","하지만 이번 교육을 통해 릴리스 → 검증 → 학습 → 다음 우선순위 설정까지 이어지는 루프 기반 실행 구조를 갖추려는 시도가 생겼습니다."
"297","AI 활용","효율화","바이브코딩, 해커톤","사내 업무","에이전트","카카오는 AI 네이티브 전환으로 개발 생산성을 입증했고 이제 전체 워크플로우 재설계로 나아가야 한다","if(kakao)25 정규돈 CTO 키노트 후기","카카오","2025-11-17","https://tech.kakao.com/posts/791","AI 활용 3","카카오는 개인과 조직이 주도하는 다양한 실험을 통해 AI의 놀라운 생산성 향상 효과를 입증했습니다."
"300","사업·브랜드","수익화","사업 전략, A/B 테스트","광고, 커머스","","유저 밸류를 해치지 않으며 오늘의집만의 광고 상품으로 광고 사업을 성장시켰다","정해진 답이 없는 영역에서, 오늘의집의 오리지널리티를 쌓아가다","오늘의집","2025-11-13","https://www.bucketplace.com/post/2025-11-13-%EC%A0%95%ED%95%B4%EC%A7%84-%EB%8B%B5%EC%9D%B4-%EC%97%86%EB%8A%94-%EC%98%81%EC%97%AD%EC%97%90%EC%84%9C-%EC%98%A4%EB%8A%98%EC%9D%98%EC%A7%91%EC%9D%98-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%EB%A6%AC%ED%8B%B0%EB%A5%BC-%EC%8C%93%EC%95%84%EA%B0%80%EB%8B%A4/","사업·브랜드 3","그 해답을 상품 광고에서 찾았습니다."
"304","AI 활용","효율화","문제 정의, 업무 자동화","사내 업무","RAG, LLM","UX라이터와 개발자가 RAG 기반 사내 AI 라이팅 검수 툴을 만들어 검수 업무를 바꿨다","안녕하세요! AI UX라이터 제민희입니다. 무엇을 도와드릴까요?","배달의민족","2025-11-11","https://techblog.woowahan.com/23836/","AI 활용 3","이것은 UX라이터와 개발자가 제민희라는 사내 AI 라이팅 툴을 만든 과정에서 마주했던 대다수의 실패와 작은 성취에 대한 기록입니다."
"310","사용자 이해·경험","효율화","사용자 인터뷰, 운영 개선","사내 업무","","단계별 리서치 프로그램으로 구성원 누구나 고객을 직접 만나 이해하게 만들었다","오늘의집은 어떻게 200명의 리서처를 만들었을까?","오늘의집","2025-11-06","https://www.bucketplace.com/post/2025-11-06-%EC%98%A4%EB%8A%98%EC%9D%98%EC%A7%91%EC%9D%80-%EC%96%B4%EB%96%BB%EA%B2%8C-200%EB%AA%85%EC%9D%98-%EB%A6%AC%EC%84%9C%EC%B2%98%EB%A5%BC-%EB%A7%8C%EB%93%A4%EC%97%88%EC%9D%84%EA%B9%8C/","사용자 이해·경험 2, 협업·프로세스 1","이런 단계적 과정들을 겪으며 고객을 직접 만나기까지 망설이던 구성원분들도 이제는 부담 없이 리서치에 참여하고 있어요."
"317","AI 활용","효율화","조직 설계, 바이브코딩","사내 업무, 채용","","카카오 공동체 CTO들이 AI 시대의 활용 현황과 일하는 방식·역량 변화를 논의했다","if(kakao)25 Krew Day CTO 패널톡: 7명의 카카오 공동체 CTO가 말하는 AI 시대의 카카오","카카오","2025-11-04","https://tech.kakao.com/posts/790","AI 활용 2, 제외 1","AI를 기반으로 일하는 방식, 사고방식, 의사결정 방식을 바꾸는 것이 우리 모두의 미션이 될 것입니다."
"319","제외","","","","","당근이 학생 엔지니어 20명을 초청해 연 프라이빗 해커톤 Builder's Camp 현장 후기다.","엔지니어를 넘어 ‘빌더’로, 당근 Builder’s Camp 해커톤","당근","2025-11-04","https://careers.daangn.com/blog/post/당근-해커톤-엔지니어-채용/","제외 3","지난 9월, 당근에서 잠재력 있는 빌더들과 일하는 방식을 나누기 위한 Builder’s Camp가 열렸어요."
"322","AI 활용","효율화","해커톤, 바이브코딩","사내 업무","","비개발자도 1시간 만에 AI로 MVP를 만들 수 있도록 도구·가이드를 설계한 바이브코딩 행사가 99개 결과물을 냈다","단 1시간 만에 99개의 MVP가? AI와 함께한 1K: 바이브코딩전 생생 후기","카카오","2025-11-03","https://tech.kakao.com/posts/784","AI 활용 3","10K 해커톤의 핵심 컨셉인 'AI와의 협업’을 1시간 안에 압축적으로 체험하게 함으로써, AI 활용에 대한 기술 장벽을 허물고 누구나 아이디어를 구현할 수 있다는 자신감을 심어주는 것이었죠."
"324","AI 활용","효율화","조직 설계, 업무 자동화","사내 업무","","AI 네이티브 전환은 도구 도입이 아니라 일하는 방식과 조직문화를 바꾸는 여정이다","한국인사관리학회에서 공유한 ‘AI 네이티브 전환’","카카오","2025-10-30","https://tech.kakao.com/posts/783","AI 활용 3","이번 발표의 핵심 메시지는 ""AI 네이티브 전환은 단순한 기술 도입이 아니라, 일하는 방식과 조직문화를 함께 바꾸는 여정""이라는 것이었습니다."
"333","협업·프로세스","효율화","업무 자동화, 운영 개선","사내 업무","","티켓 관리 자체가 업무 부담이 되는 문제를 줄이려고 Jira Automation으로 반복 입력과 필드 누락을 자동으로 처리하게 했다.","Jira Automation으로 반복 업무를 효율적으로 관리해보자","배달의민족","2025-10-21","https://techblog.woowahan.com/23377/","협업·프로세스 2, 제외 1","특히 ‘티켓 관리’ 자체가 또 하나의 업무처럼 여겨지면서 팀원들의 부담감이 커지고 집중을 흩트리게 되는 것이 가장 큰 문제였습니다."
"334","협업·프로세스","품질","회고, 애자일","결제","","KPT 회고로 실행 과제를 도출해 PR 템플릿·데일리 스크럼 등 스쿼드 문화를 바꿨다","KPT 회고, 이렇게 했더니 스쿼드 문화가 바뀌었습니다: 올리브영 주문결제 스쿼드의 애자일 성장기","올리브영","2025-10-17","https://oliveyoung.tech/2025-10-17/review-of-orderpay-squad/","협업·프로세스 3","이것이 KPT 회고가 올리브영 주문결제 스쿼드에 가져다준 가장 크고 본질적인 변화라고 생각합니다."
"337","사용자 이해·경험","성장","캠페인, 가설 검증","커뮤니티, 로컬","","커뮤니티 성장 실험에서 가입 같은 큰 액션보다 작은 경험을 먼저 주어야 사용자가 움직인다는 것을 배웠다","단지 커뮤니티를 키우기 위해 모였을 뿐인데","당근","2025-10-16","https://careers.daangn.com/blog/post/당근-커뮤니티실-커리어-채용-팀문화/","사용자 이해·경험 3","생각보다 모임에 가입하는 행위 자체가 허들이 높다는 거예요."
"338","AI 활용","효율화","업무 자동화, AI 평가","사내 업무","에이전트, RAG","구성원의 넓어진 질문 기대를 채우기 위해 물어보새를 멀티 에이전트 기반 사내 지식 어시스턴트로 발전시켰다","AI 데이터 분석가 ‘물어보새’- 3부. Agent로 더 넓고 깊은 지식 공유하기","배달의민족","2025-10-15","https://techblog.woowahan.com/23273/","AI 활용 3","이에 대한 해답으로 우리는 앞서 정의한 네 가지 요소를 토대로 ‘멀티 에이전트 시스템’ 기반 아키텍처의 전환을 선택했고, 서로 다른 역할을 수행하는 전문화된 에이전트들이 유기적으로 협업하도록 시스템을 재설계했습니다."
"348","사용자 이해·경험","사용성","현장 관찰, 화면·흐름 설계","물류·배송, 사내 업무","","물류 현장 작업자 피드백으로 PDA 웹 시스템의 사용성을 고쳐 작업 시간을 줄였다","""이 버튼 왜 안 눌려요?"" 물류 현장의 목소리로 PDA 시스템 완성하기","올리브영","2025-09-24","https://oliveyoung.tech/2025-09-24/wms-pda-web-app/","사용자 이해·경험 3","개선 작업 이후, 연속된 로케이션 조회시 초기화 프로세스 단계 제외할 수 있어 25% 이상의 작업 시간이 단축되었습니다."
"349","품질·위험 관리","품질","QA, 업무 자동화","커머스","","QA팀이 API 자동화 테스트로 메시지 기반 시스템의 데이터 정합성을 확보했다","메시징 시스템 QA, 정합성을 지켜낸 올리브영의 이야기","올리브영","2025-09-24","https://oliveyoung.tech/2025-09-24/API-testing-v1/","품질·위험 관리 3","이번 글은 올리브영에서 API 테스트를 활용해 데이터 정합성을 확보한 첫 번째 사례입니다."
"350","사용자 이해·경험","효율화","바이브코딩, 화면·흐름 설계","커머스, 결제","","커머스 FE 엔지니어들이 브랜드홈 리뉴얼·장바구니·PDP 개선으로 구매 여정을 다듬어왔다","밀도 있게 성장하며, 새로운 가능성의 문을 열다","오늘의집","2025-09-24","https://www.bucketplace.com/post/2025-09-24-%EB%B0%80%EB%8F%84-%EC%9E%88%EA%B2%8C-%EC%84%B1%EC%9E%A5%ED%95%98%EB%A9%B0-%EC%83%88%EB%A1%9C%EC%9A%B4-%EA%B0%80%EB%8A%A5%EC%84%B1%EC%9D%98-%EB%AC%B8%EC%9D%84-%EC%97%B4%EB%8B%A4/","사용자 이해·경험 3","그 결과 브랜드홈 트래픽은 리뉴얼 전보다 50% 이상 증가했고, 기여 GMV* 비중 또한 30% 이상 상승했습니다."
"352","사용자 이해·경험","사용성","문제 정의, 사용자 인터뷰","글로벌, B2B","","기존 채팅 기능을 사용자 관찰로 원인을 찾아 진입점·관리 화면을 고쳐 '연락 안 됨' VOC를 72% 줄였다","기능이 아닌 문제에 집중하기 - 채팅 상담 개선기","강남언니","2025-09-20","https://blog.gangnamunni.com/post/focus-on-problems-not-features-chat-consulting-improvement","사용자 이해·경험 3","오늘은 기능에 매몰되었을 때, 어떻게 다시 사용자의 문제로 시선을 돌렸는지 이야기해보려 합니다."
"354","AI 활용","효율화","바이브코딩, 가설 검증","사내 업무","에이전트","AI 마일리지 프로그램으로 개발자들의 AI 도구 활용이 업무 단계별 생산성과 일하는 방식을 바꿨음을 검증했다","생산성 혁신의 실험: AI 마일리지 프로그램","카카오","2025-09-19","https://tech.kakao.com/posts/762","AI 활용 3","AI 마일리지 프로그램의 결과는 개발자의 역할 재정의와 조직 문화의 근본적 변화로 이어지고 있음을 보여주는 증거입니다."
"355","AI 활용","효율화","조직 설계, 회고","사내 업무","에이전트","AI를 팀원으로 활용해 행사를 운영하는 등 실패를 장려하는 실험 문화가 AI 네이티브 전환의 동력이다","실패를 장려하는 실험적 문화","카카오","2025-09-19","https://tech.kakao.com/posts/761","AI 활용 3","카카오는 이 행사를 통해 AI를 ‘조수’가 아닌 ‘팀원’으로 활용하는 실제를 증명하고자 했습니다."
"356","품질·위험 관리","신뢰","리스크 관리, 정책 설계","","LLM","카카오는 AI 윤리 원칙과 리스크 관리 사이클·거버넌스로 AI 리스크를 관리한다","AI 윤리 원칙과 AI 리스크 관리 프레임워크","카카오","2025-09-19","https://tech.kakao.com/posts/759","품질·위험 관리 3","카카오는 AI 기술의 혜택을 모든 사람이 공평하게 누리고, AI가 인간 사회에 긍정적인 영향을 미칠 수 있도록 AI 윤리 원칙을 확립하고, AI 개발 및 활용 과정에서 발생할 수 있는 리스크를 관리하기 위한 프레임워크를 만들었습니다."
"357","AI 활용","효율화","교육, 조직 설계","사내 업무","","AI 인재상을 정의하고 수준별 맞춤 교육으로 전사 AI 활용 역량을 끌어올렸다","전사 AI 역량 강화를 위한 맞춤형 내부 교육 프로그램","카카오","2025-09-19","https://tech.kakao.com/posts/758","AI 활용 3","카카오는 AI 기술 기반의 혁신을 위해 모든 구성원이 AI의 현재와 미래를 이해하고, 실무에서 적용 포인트를 스스로 도출할 수 있도록 지원하기 위해 다음과 같은 다각적인 교육 프로그램을 기획하고 운영하고 있습니다."
"361","제품·서비스 기획","전환","지표 설계, 가설 검증","광고","","세 가지 원칙으로 실험을 반복해 전환 최적화 캠페인을 새 광고 상품으로 출시했다","당근 광고는 어떻게 전환 최적화로 2.0 시대를 열었을까?","당근","2025-09-19","https://careers.daangn.com/blog/post/당근-광고실-프로덕트-매니저-커리어/","제품·서비스 기획 3","6개월간의 실험 끝에 전환 최적화 캠페인은 UX·UI 개선까지 더해져 정식으로 광고주들에게 제공할 수 있게 됐어요."
"363","AI 활용","효율화","바이브코딩, 데이터 분석","사내 업무","에이전트","Claude Code 바이브코딩으로 데이터 분석 결과 시각화·공유 업무를 하루 만에 끝내는 방식으로 바꿨다","바이브코딩의 시작: 데이터 분석과 웹 시각화","카카오","2025-09-19","https://tech.kakao.com/posts/727","AI 활용 3","단순히 ""스팸 메시지 데이터를 시각화하고 싶다""는 아이디어에서 시작해서, 하루 만에 15가지 차트가 포함된 22개 페이지의 완전한 웹 대시보드를 구축할 수 있었습니다."
"364","AI 활용","효율화","요구사항 정의, 문서화","사내 업무","LLM","요구사항 분석과 명세화에서 AI를 파트너로 쓰되 방향 결정은 사람이 해야 한다","AI를 활용한 요구사항 분석 및 명세화 실전 가이드","카카오","2025-09-19","https://tech.kakao.com/posts/723","AI 활용 3","여기에서는 요구사항 분석과 명세화의 두 단계에서 실제 사례를 통해 얻은 AI 사용 가이드라인을 좋은 사례와 나쁜 사례의 형태로 공유하고자 합니다."
"365","협업·프로세스","효율화","문서화, 사용성 테스트","커뮤니티, 모바일","","간트 차트·아이디어 수집 자동화·사전 협의 문서로 짧은 일정의 커뮤니티 프로젝트를 협업해 완수했다","연결의 시너지 : 오늘의집 ‘커뮤니티’ 스쿼드 협업기","오늘의집","2025-09-19","https://www.bucketplace.com/post/2025-09-19-%EC%97%B0%EA%B2%B0%EC%9D%98-%EC%8B%9C%EB%84%88%EC%A7%80-%EC%98%A4%EB%8A%98%EC%9D%98%EC%A7%91-%E2%80%98%EC%BB%A4%EB%AE%A4%EB%8B%88%ED%8B%B0%E2%80%99-%EC%8A%A4%EC%BF%BC%EB%93%9C-%ED%98%91%EC%97%85%EA%B8%B0/","협업·프로세스 3","커뮤니티는 짧은 일정 안에 많은 기능을 개발해야 하는 도전적인 프로젝트였지만, 체계적인 협업 방식과 안드로이드 개발 최적화를 통해 성공적으로 완료할 수 있었습니다."
"367","품질·위험 관리","신뢰","리스크 관리, 운영 개선","콘텐츠","LLM","룰 기반과 사람만으로는 유해 콘텐츠를 막기 어려워 인간과 AI의 협업 모더레이션이 필요하다","내가 쓴 글은 어디로 갈까?: 콘텐츠가 거치는 보이지 않는 여정","카카오","2025-09-19","https://tech.kakao.com/posts/738","품질·위험 관리 3","신속한 대응: 유해 콘텐츠가 확산되기 전, AI가 실시간으로 이를 감지하고 차단하여 파급력을 최소화합니다."
"368","품질·위험 관리","신뢰","리스크 관리, AI 평가","콘텐츠","LLM","카카오는 리스크별로 나눈 Kanana Safeguard 가드레일 모델로 AI 서비스의 유해 응답과 프롬프트 공격을 막는다","AI의 자기 보호 시스템: AI 가드레일","카카오","2025-09-19","https://tech.kakao.com/posts/741","품질·위험 관리 3","AI가 사용자에게 부적절한 콘텐츠를 생성하는 것을 막아, AI 서비스 자체의 안전성과 윤리성을 보장하는 것이 궁극적인 목표입니다."
"381","사용자 이해·경험","신뢰","사용성 테스트, 화면·흐름 설계","리뷰","","리서치와 UT로 기존 후기 작성 경험을 표준화 양식으로 다시 설계해 풍부하면서도 쉽게 쓰게 했다","후기 정보의 표준화를 왜 만들었을까? - ① 작성편","강남언니","2025-09-14","https://blog.gangnamunni.com/post/why-standardize-review-info-1-writing","사용자 이해·경험 3","그러기 위해서는 작성하는 고객의 경험부터 개선이 필요했죠."
"384","제외","","","","","LLM이 질문을 받아 답을 생성하기까지의 내부 동작 원리를 토큰화부터 디코딩까지 6단계로 해설한다.","백엔드 개발자의 시선으로 풀어본 LLM 내부 동작 원리: 6단계로 쉽게 이해하기 | 카카오페이 기술 블로그","카카오페이","2025-09-11","https://tech.kakaopay.com/post/how-llm-works/","제외 3","이 글에서는 LLM이 사용자의 질문을 받아 답변을 생성하기까지의 내부 동작 과정을 6단계(토큰화, 임베딩, 위치 인코딩, 트랜스포머와 어텐션, 예측, 디코딩)로 나누어 설명하려고 합니다."
"388","품질·위험 관리","품질","QA, 리스크 관리","물류·배송, 글로벌","","빅뱅 배포 GMS를 리스크 기반 테스트 전략·UAT·모니터링으로 안정적으로 오픈했다","빅뱅 배포, QA는 어떻게 살아 남았나: GMS 프로젝트 테스트 전략 백서","올리브영","2025-09-08","https://oliveyoung.tech/2025-09-08/gms-qa-strategy/","품질·위험 관리 3","따라서 우리의 테스트 전략은 단순히 기능 검증을 넘어, 전환 직후의 안정성과 데이터 정합성까지 전방위적으로 점검해야 했습니다."
"390","사업·브랜드","수익화","사업 전략, 캠페인","광고, B2B","","광고주 목소리에서 출발한 동영상 광고를 세일즈 액션으로 확산해 광고주 수와 매출을 10배 키웠다","동영상 유형 광고는 어떻게 10배나 성장했을까?","당근","2025-09-05","https://careers.daangn.com/blog/post/당근-광고실-세일즈-커리어/","사업·브랜드 3","집행 광고주 수와 광고 매출도 10배 이상 늘며 폭발적인 성장세를 이어가고 있죠."
"391","AI 활용","효율화","바이브코딩, 업무 자동화","사내 업무, 금융","LLM","운영자가 한글 설명만으로 LLM이 DSL 미션 규칙을 만들게 하고 환각은 테스트·이중 검토로 막았다","뱅크샐러드에서 합법적으로 Vibe Coding 하는 법","뱅크샐러드","2025-09-05","https://blog.banksalad.com/tech/banksalad-vibe-coding/","AI 활용 3","그래서 저희는 운영자가 한글로 된 미션규칙의 설명을 입력하면, 그 DSL의 생성은 LLM이 할 수 있어야 한다고 봤습니다."
"393","제품·서비스 기획","효율화","운영 개선, 화면·흐름 설계","콘텐츠, 사내 업무","","블록 기반 CMS를 직접 만들어 콘텐츠 제작 시간을 7일에서 20분으로 줄였다","올리브영, 블록 기반 CMS로 콘텐츠 제작 시간을 99% 줄이다","올리브영","2025-09-04","https://oliveyoung.tech/2025-09-04/article-editor/","제품·서비스 기획 3","이런 문제 때문에 CMS를 직접 만들기로 결정했습니다."
"396","사용자 이해·경험","사용성","화면·흐름 설계, 데이터 분석","금융, 결제","","인턴 디자이너들이 데이터로 사용자 불편을 찾아 송금·택배 화면을 개선하며 사용자 중심 문화를 경험했다","당근에서 프로덕트 디자이너로 첫발을 뗀다는 건","당근","2025-08-29","https://careers.daangn.com/blog/post/당근-프로덕트디자이너-pd-인턴-커리어/","사용자 이해·경험 3","그래서 지점명을 몰라도 지도에서 편의점을 직관적으로 선택할 수 있도록 UX를 개선했어요."
"398","협업·프로세스","성장","조직 설계, 사업 전략","글로벌","","프로덕트 리더가 문제 정의 중심의 프로덕트 조직과 유연한 조직 구조·AI 전환으로 팀을 이끄는 방식을 말한다","한 발 앞선 시선으로, 함께 더 멀리 나아가는 법","오늘의집","2025-08-29","https://www.bucketplace.com/post/2025-08-29-%ED%95%9C-%EB%B0%9C-%EC%95%9E%EC%84%A0-%EC%8B%9C%EC%84%A0%EC%9C%BC%EB%A1%9C-%ED%95%A8%EA%BB%98-%EB%8D%94-%EB%A9%80%EB%A6%AC-%EB%82%98%EC%95%84%EA%B0%80%EB%8A%94-%EB%B2%95/","협업·프로세스 3","오늘의집 역시 빠른 의사결정과 실행, 효율적인 리소스 활용, 직군 간 긴밀한 협업과 지속적인 성장을 함께 뒷받침할 수 있는 조직구조를 만들어가는 것을 최종 목표로 두고 있어요."
"403","AI 활용","사용성","해커톤, MVP","금융","RAG, 에이전트","해커톤에서 생성형 AI로 대출 불안과 정보 불균형을 줄이는 AI 대출 코치를 만들었다","당신의 대출을 코치해줄 AI, 나만의 대출 코치 서비스 개발기 | 카카오페이 기술 블로그","카카오페이","2025-08-12","https://tech.kakaopay.com/post/building-ai-loan-coaching-service/","AI 활용 3","저희 팀은 평소 대출 서비스를 만들며 고민했던 부분을 생성형 AI로 해결해 보고자 이번 카페톤에 참여했는데요."
"404","AI 활용","효율화","업무 자동화","사내 업무","LLM, 임베딩","OCR과 LLM으로 법인카드 영수증 정산을 자동화하는 AI 간편 정산 기능을 만들었다","카카오 AI가 법인카드 영수증을 처리하는 방법: AI 간편 정산 개발기","카카오","2025-08-12","https://tech.kakao.com/posts/720","AI 활용 3","카카오 사내정보시스템 부서에서는 이 질문에 답하기 위해 AI 기술을 활용하여 직원들의 반복적인 업무를 줄이는 프로젝트를 시작했습니다."
"412","사업·브랜드","성장","캠페인, 지표 설계","로컬, 커뮤니티","","효창공원 플리마켓으로 당근의 브랜드 가치를 오프라인에서 전하고 성과 측정 기준을 얻었다","효창공원 한가운데, 플리마켓을 열기까지","당근","2025-08-06","https://careers.daangn.com/blog/post/당근-마케팅-오프라인-캠페인-플리마켓/","사업·브랜드 3","이웃들과 즐겁게 교류하는 모습을 보며 브랜드의 가치는 직접 경험할 때 더 크게 다가온다는 사실을 확인할 수 있었죠."
"416","제품·서비스 기획","효율화","운영 개선, 사업 전략","물류·배송, 커머스","","재고 통합·OMS·WMS 내재화로 물류 운영을 바꿔 결품률과 배송 리드타임을 크게 줄였다","올리브영 물류 시스템의 진화 - 고객 경험의 시작과 끝을 함께하다","올리브영","2025-08-01","https://oliveyoung.tech/2025-08-01/logistics-system/","제품·서비스 기획 3","올리브영은 시스템 개편을 통해 물류 전체 공정 시간을 70% 이상 절감했으며, 특히 주문량이 폭발적으로 증가하는 올영세일 기간에도 센터 배송 리드타임을 3일 이내로 단축했습니다."
"418","AI 활용","효율화","바이브코딩, 해커톤","사내 업무","LLM","AI 바이브코딩으로 6개월 걸릴 프로젝트를 10시간 만에 만들어 해커톤에서 우승했다","(인터뷰) AI와 함께 10시간 만에 서비스 개발하기","카카오","2025-07-31","https://tech.kakao.com/posts/719","AI 활용 3","이러한 혁신적인 변화는 AI 기반 개발 기법의 전면적인 도입이 있었기에 가능했습니다."
"430","AI 활용","효율화","VOC 분석, 업무 자동화","사내 업무","LLM, 에이전트","UX 리서치팀이 VoC 정리·설계·분석의 반복 작업을 AI에 맡기고 통찰에 집중하는 방식으로 바꿨다","리서처가 반복을 덜고 ‘통찰’에 더 집중할 수 있다면","오늘의집","2025-07-22","https://www.bucketplace.com/post/2025-07-22-%EB%A6%AC%EC%84%9C%EC%B2%98%EA%B0%80-%EB%B0%98%EB%B3%B5%EC%9D%84-%EB%8D%9C%EA%B3%A0-%E2%80%98%ED%86%B5%EC%B0%B0%E2%80%99%EC%97%90-%EB%8D%94-%EC%A7%91%EC%A4%91%ED%95%A0-%EC%88%98-%EC%9E%88%EB%8B%A4%EB%A9%B4/","AI 활용 3","오늘의집 리서치팀은 AI를 단순한 도구가 아닌 함께 일하는 동료로 삼아, 리서치의 방식 자체를 바꿔가고 있습니다."
"431","데이터·실험","효율화","실험 플랫폼, 교육","검색","","대규모 검색 서비스에서 누구나 실험할 수 있도록 셀프서브 A/B 테스트 프로세스를 정착시켰다","누구나 실험할 수 있도록 — 한국 비즈니스 실험 심포지엄 발표자료 공유","네이버 DNA","2025-07-17","https://medium.com/naver-dna-tech-blog/naver-search-self-serve-83ca658a3c6f","데이터·실험 3","A/B 테스트의 실무적 적용 섹션 아래에서, 대규모 검색 서비스에서 ‘누구나 실험할 수 있는 조직’을 만들기 위한 셀프서브 실험 프로세스 정착기를 담았습니다."
"434","품질·위험 관리","접근성","QA","모바일","","접근성은 나중에 얹는 추가 작업이 아니라 출력물을 텍스트로 다루는 일이며, 그렇게 만들어야 다양한 환경에서 동작하고 요구사항을 테스트로 검증할 수 있다.","접근성을 지원한다는 착각","뱅크샐러드","2025-07-16","https://blog.banksalad.com/tech/the-illusion-of-supporting-accessibility/","품질·위험 관리 3","접근성 높은 제품을 만든다는 것은, 더 다양한 환경에서 동작하는 제품을 만든다는 것과 정확히 같은 뜻입니다."
"438","협업·프로세스","효율화","문서화, 운영 개선","사내 업무","","흩어진 협업 도구를 Notion 하나로 모아 기록과 실행의 맥락 단절을 해결했다","Everything Everywhere All at Notion","강남언니","2025-07-01","https://blog.gangnamunni.com/post/eean","협업·프로세스 3","그런데 지금은, 팀의 대부분의 업무 맥락을 Notion 하나에서 충분히 다루고 있어요."
"442","데이터·실험","리텐션","데이터 분석, 유저 세그먼트","커머스, 추천","","데이터 분석가가 고객 행동 분석으로 인사이트를 전략·실행까지 연결했다","하나의 답에서, 또 다른 질문으로","오늘의집","2025-06-30","https://www.bucketplace.com/post/2025-06-30-%ED%95%98%EB%82%98%EC%9D%98-%EB%8B%B5%EC%97%90%EC%84%9C-%EB%98%90-%EB%8B%A4%EB%A5%B8-%EC%A7%88%EB%AC%B8%EC%9C%BC%EB%A1%9C/","데이터·실험 3","분석이 분석에 그치지 않고, 인사이트 → 전략 제안 → 실행 흐름으로 자연스럽게 이어졌다는 점에서 팀 모두에게 의미 있는 프로젝트였어요."
"448","품질·위험 관리","품질","QA, 교육","채용, 온보딩","","올리브영 QA는 기획 리뷰 단계부터 참여해 품질 리스크를 설계 단계에서 줄인다","iOS 개발자가 올리브영 QA 엔지니어가 되기까지, 5개월간의 리얼 온보딩","올리브영","2025-06-19","https://oliveyoung.tech/2025-06-19/journey-to-joining-oliveyoung-qa/","품질·위험 관리 2, 제외 1","서비스 정책이나 예외 흐름을 QA의 시선으로 검토하며, 설계 단계에서부터 리스크를 줄이는 것이 일의 시작이었습니다."
"449","데이터·실험","성장","데이터 분석, 지표 설계","광고, 모바일","","SKAN 한계를 채널별 기여 패턴 분석과 보정계수로 보완해 iOS 캠페인 성과를 정확히 판단했다","iOS 성과 측정, 우리는 이렇게 보정하고 최적화합니다","강남언니","2025-06-18","https://blog.gangnamunni.com/post/ios-skan-performance","데이터·실험 3","이러한 전략들을 통해 iOS 캠페인의 실제 성과를 더 정확하게 파악할 수 있게 되었고, 그 결과 성과가 저평가되는 리스크를 줄이며 안정적으로 캠페인을 운영할 수 있게 되었습니다."
"453","AI 활용","성장","사업 전략, 교육","사내 업무","LLM, 에이전트","생성형 AI는 PoC를 넘어 도입·정착·가치 실현까지 설계해야 비즈니스 가치를 만든다","[AWS Summit Korea 2025] 생성형 AI의 핵심 트렌드와 비즈니스 혁신","NDS Cloud","2025-06-10","https://tech.cloud.nongshim.co.kr/blog/aws/ai/3108/","AI 활용 3","생성형 AI는 보여주기용 데모보다, 비즈니스 가치를 실현하는 데 초점을 맞춰야 합니다."
"454","제품·서비스 기획","신뢰","정책 설계, 사용자 인터뷰","검색, 글로벌","","업계에 없던 시술 정보 표준화로 고객이 가격을 정확히 비교·탐색하게 만들었다","[동료 생각 좇기] ③ 세상에 없던, 시술 정보 표준화 프로젝트의 긴 여정","강남언니","2025-06-04","https://blog.gangnamunni.com/post/medical_standardization","제품·서비스 기획 3","업계 어디에도 시술 정보가 표준화되어있지 않았지만, 그만큼 이 프로젝트를 해내면 큰 임팩트가 날 걸로 확신했기 때문이죠."
"459","품질·위험 관리","품질","QA, 정책 설계","커머스","","1인 QA가 우선순위·시작/종료·sign-off 기준을 세워 제한된 리소스로 품질을 관리했다","1인 QA의 품질 관리 프로세스 구축 이야기","올리브영","2025-05-29","https://oliveyoung.tech/2025-05-29/dplot-qa-docs/","품질·위험 관리 3","위 과정들을 통해 우리는 서비스에 맞는 QA 기준을 세웠고, 불확실한 판단 없이 팀원들 모두 같은 기준 위에서 품질을 바라보고 있답니다."
"460","제품·서비스 기획","효율화","VOC 분석, 운영 개선","리뷰, 사내 업무","","외부 플랫폼 크롤링 탓에 2~3일 걸리던 앱 리뷰 수신을 스토어 공식 API 기반 자체 시스템으로 바꿔 리드타임을 줄이고 고객 이슈에 빠르게 대응하게 했다.","유저의 소리를 듣는 법: 앱 리뷰 수신 시스템 개발기","올리브영","2025-05-23","https://oliveyoung.tech/2025-05-23/app-review-system/","제품·서비스 기획 3","이전에 사용한 App Follow는 이미 해소된 이슈를 수신하거나 고객의 불편함을 늦게 수신하는 경우가 있었는데요, 새로운 앱 리뷰 수신 시스템의 등장으로 가장 큰 문제였던 리드 타임을 단축할 수 있었어요."
